file,width,height,aspect_ratio,r_mean,r_std,g_mean,g_std,b_mean,b_std,h_mean,h_std,s_mean,s_std,v_mean,v_std,ratio_healthy_green,ratio_rust_brown_orange,ratio_dark_necrotic,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_dissimilarity,glcm_asm,brightness,laplacian_var,binary_label,multiclass_label
C1P1H1.jpg,1152,2048,0.5625,106.62876888736264,39.60790209379247,138.4504378434066,41.32998363206426,91.43509615384616,37.10269075305898,55.68729395604396,30.57254506306876,89.3076665521978,51.42664955672857,139.2870364010989,40.91779978811237,0.7702008928571429,0.0027987637362637363,0.015238667582417582,4.685312662478159,0.5786627810609576,0.11390196533188814,0.8921487058712672,1.3254640322379803,0.013039212088148708,123.57589285714286,871.9080011256825,healthy,healthy
C1P2E2.jpg,1152,2048,0.5625,101.24444539835164,46.46391306441661,122.07524896978022,57.01135413854576,85.053125,37.648486388197426,63.97933550824176,43.51959751611961,75.83988667582418,52.173821403289246,124.54824862637362,55.46577198264253,0.5347098214285714,0.016680975274725274,0.15814732142857144,5.791695565549906,0.554347066212463,0.1007868142004677,0.9213473680308113,1.4856788080971777,0.010187143657594475,111.62226991758241,1130.0997622445177,unhealthy,rust_level_2
C1P2H1.jpg,1152,2048,0.5625,98.88409168956044,41.533458944544776,123.94874656593407,49.842402214631036,86.94298592032968,44.68211711312092,70.39290865384615,48.33924909012785,79.03799793956044,65.67566815714446,125.83179086538462,48.90182694499165,0.5686899038461538,0.0031164148351648354,0.07435611263736264,4.894912009031204,0.564921566523871,0.10208050480209968,0.9154559858093334,1.368394696497923,0.010456460197130264,112.22894917582417,913.2458657064853,healthy,healthy
C1P3E1.jpg,1152,2048,0.5625,110.5777815934066,37.237461624525544,131.82576407967034,47.97951365009405,94.0212654532967,31.93942373475949,49.6971668956044,32.887343328046676,72.19474587912087,40.93256590771971,133.43021119505494,46.65160307824327,0.6702266483516484,0.005142513736263736,0.06058550824175824,4.954481554431851,0.536695521019766,0.10590156340262001,0.904345132103128,1.454965919947168,0.011250331626281525,121.16080013736264,807.4487593976156,healthy,healthy
C1P3E2.jpg,1152,2048,0.5625,92.38697630494505,49.08295708485591,114.89945913461538,52.804608176039395,69.94864354395604,33.78223668843973,59.748841002747255,40.47763565455404,100.55191449175824,52.37762491070634,117.32729223901099,52.18298268252476,0.6949347527472527,0.03622081043956044,0.15469608516483516,4.583912935575687,0.6208123488817971,0.1112427765774738,0.9323848442334697,1.200136173510088,0.012407221954760694,103.04126888736263,973.7051534273174,unhealthy,rust_level_2
C1P3H1.jpg,1152,2048,0.5625,101.71043097527472,40.09529750813907,133.2599587912088,45.37262224416271,89.15440418956044,38.88435632176242,63.92889766483516,37.057328750205286,87.90822458791209,56.010131794835424,134.3201923076923,44.78865933520934,0.7341947115384615,0.0004464285714285714,0.024313186813186814,4.659206319012062,0.5589559356557318,0.10331090940213658,0.9058259985479779,1.3607105092280478,0.010715565197677045,118.79574175824176,841.9823539882218,healthy,healthy
C1P3H2.jpg,1152,2048,0.5625,97.1028331043956,45.463543753812665,123.7662087912088,48.25061860812041,81.75582932692308,40.80667540243192,63.64564732142857,39.17486258158836,90.03282108516484,60.91281414081803,126.1657967032967,47.14168953217185,0.5855597527472527,0.02463083791208791,0.08716517857142857,6.048424960112381,0.5640248654808632,0.10765757059827444,0.8921417350576589,1.472452693828505,0.011623861318476288,111.00455013736264,1260.0597525912926,unhealthy,rust_level_3
C1P4E2.jpg,1152,2048,0.5625,99.9425051510989,44.80409623534411,126.02553228021978,45.31330267070414,81.87439903846153,42.433978541235334,58.20918612637362,34.37338095223701,96.50223214285714,55.200545918883925,127.47382383241758,44.840940098325966,0.7474931318681318,0.010413804945054944,0.07159168956043956,4.920779745371444,0.6056542869220993,0.11212773199452966,0.9114916011456258,1.2863591653542341,0.01260651281446427,113.19310611263737,1233.2718381486518,unhealthy,rust_level_2
C1P4H1.jpg,1152,2048,0.5625,101.52691449175825,47.55059332264329,133.5556833791209,53.99507704507002,85.65032623626374,49.606152463051664,58.311529876373626,36.48578308138597,95.19994848901099,63.43664781810626,135.1150412087912,53.02870607503833,0.6773265796703297,0.0027558379120879123,0.08972355769230769,13.065322091606127,0.47264300118965813,0.0836425998735083,0.8178582137638764,2.2377033531108754,0.007024361304064135,118.51444883241759,4821.585183507234,healthy,healthy
C1P4H2.jpg,1152,2048,0.5625,105.50831902472528,44.41868341462107,138.33025412087912,47.42635845362456,88.01316964285714,45.23944819956546,56.67730082417582,28.62805756250958,99.02099931318682,51.70201070245912,139.35636160714284,46.84773353368193,0.808018543956044,0.00779532967032967,0.05867101648351648,4.421766786229381,0.6008204823976271,0.11221785269859237,0.9246648736243204,1.2418212434790705,0.012631595282278342,122.77502575549451,1028.0811711838676,unhealthy,rust_level_2
C1P5E1.jpg,1152,2048,0.5625,104.27250171703297,34.18171176201971,130.6899896978022,44.30883896282332,88.42442479395605,33.8950470758317,60.483164491758245,36.880784956169855,80.76121222527472,50.72473914883469,131.85062671703298,43.35388773235566,0.7019144917582417,0.007426167582417582,0.06700721153846154,4.481800904436033,0.5705835804371747,0.12179942578774326,0.8979047062724032,1.3336143197642494,0.014879379663067377,117.97403846153846,786.6994691761183,healthy,healthy
C1P5H1.jpg,1152,2048,0.5625,111.26507554945054,40.97295006145882,150.37005494505493,41.49868791282433,88.72156593406594,41.00580293319718,57.06101476648352,32.63026321804714,104.33438358516483,62.93193200362302,151.3836710164835,40.7556638919168,0.774012706043956,0.0032967032967032967,0.01670673076923077,6.00389076157138,0.5419804263712495,0.10820313186682746,0.8599244223287992,1.5360292352523224,0.011746036996171966,131.64703811813186,1293.048157604758,healthy,healthy
C1P6E1.jpg,1152,2048,0.5625,107.39101991758241,38.54190141327264,131.07123969780218,48.48367684177598,95.04695226648352,34.75221529943363,63.062577266483515,39.023021135254666,69.18258928571429,40.69419937872988,132.1754635989011,47.579752657380936,0.6921875,0.002961881868131868,0.08219436813186813,4.938593816815531,0.5748313003774839,0.11169086619971508,0.9095440067601732,1.3583196174998733,0.012512070050270205,119.88462396978022,1109.1380665969987,healthy,healthy
